X,y
-100.0,5950.0
-99.89994997498749,5938.999502252377
-99.79989994997499,5928.009014512259
-99.69984992496248,5917.028536779645
-99.59979989994997,5906.058069054538
-99.49974987493746,5895.097611336934
-99.39969984992496,5884.147163626835
-99.29964982491245,5873.206725924242
-99.19959979989996,5862.276298229156
-99.09954977488745,5851.355880541571
-98.99949974987494,5840.445472861494
-98.89944972486244,5829.545075188921
-98.79939969984993,5818.654687523852
-98.69934967483742,5807.774309866289
-98.59929964982491,5796.903942216231
-98.4992496248124,5786.043584573677
-98.3991995997999,5775.1932369386295
-98.29914957478739,5764.352899311087
-98.19909954977489,5753.522571691048
-98.09904952476238,5742.702254078515
-97.99899949974987,5731.891946473486
-97.89894947473736,5721.091648875964
-97.79889944972486,5710.301361285945
-97.69884942471235,5699.521083703432
-97.59879939969986,5688.750816128425
-97.49874937468735,5677.990558560921
-97.39869934967484,5667.240311000924
-97.29864932466234,5656.500073448431
-97.19859929964983,5645.769845903442
-97.09854927463732,5635.049628365959
-96.99849924962481,5624.339420835981
-96.8984492246123,5613.639223313508
-96.7983991995998,5602.94903579854
-96.69834917458729,5592.268858291076
-96.59829914957479,5581.598690791118
-96.49824912456228,5570.938533298665
-96.39819909954977,5560.288385813717
-96.29814907453726,5549.648248336274
-96.19809904952476,5539.018120866336
-96.09804902451225,5528.398003403902
-95.99799899949976,5517.787895948975
-95.89794897448725,5507.187798501553
-95.79789894947474,5496.597711061634
-95.69784892446224,5486.017633629222
-95.59779889944973,5475.447566204313
-95.49774887443722,5464.887508786909
-95.39769884942471,5454.337461377012
-95.2976488244122,5443.797423974619
-95.1975987993997,5433.267396579731
-95.09754877438719,5422.747379192348
-94.99749874937469,5412.237371812469
-94.89744872436218,5401.737374440096
-94.79739869934967,5391.247387075228
-94.69734867433716,5380.767409717865
-94.59729864932466,5370.297442368007
-94.49724862431216,5359.837485025655
-94.39719859929966,5349.387537690807
-94.29714857428715,5338.9476003634645
-94.19709854927464,5328.517673043625
-94.09704852426214,5318.097755731293
-93.99699849924963,5307.687848426464
-93.89694847423712,5297.287951129141
-93.79689844922461,5286.898063839323
-93.6968484242121,5276.51818655701
-93.5967983991996,5266.1483192822025
-93.49674837418709,5255.788462014899
-93.39669834917459,5245.438614755101
-93.29664832416208,5235.098777502809
-93.19659829914957,5224.76895025802
-93.09654827413706,5214.449133020737
-92.99649824912456,5204.139325790959
-92.89644822411205,5193.839528568686
-92.79639819909956,5183.549741353919
-92.69634817408705,5173.269964146656
-92.59629814907454,5163.0001969468985
-92.49624812406203,5152.740439754645
-92.39619809904953,5142.490692569897
-92.29614807403702,5132.250955392654
-92.19609804902451,5122.021228222916
-92.096048024012,5111.801511060683
-91.9959979989995,5101.591803905955
-91.89594797398699,5091.392106758733
-91.79589794897448,5081.202419619014
-91.69584792396198,5071.022742486801
-91.59579789894947,5060.853075362093
-91.49574787393696,5050.6934182448895
-91.39569784892447,5040.543771135193
-91.29564782391196,5030.404134033
-91.19559779889946,5020.274506938313
-91.09554777388695,5010.154889851129
-90.99549774887444,5000.045282771452
-90.89544772386193,4989.945685699278
-90.79539769884943,4979.85609863461
-90.69534767383692,4969.776521577447
-90.59529764882441,4959.70695452779
-90.4952476238119,4949.647397485636
-90.3951975987994,4939.5978504509885
-90.29514757378689,4929.558313423845
-90.19509754877438,4919.5287864042075
-90.09504752376188,4909.509269392074
-89.99499749874937,4899.499762387446
-89.89494747373686,4889.500265390323
-89.79489744872436,4879.510778400705
-89.69484742371185,4869.531301418592
-89.59479739869936,4859.561834443986
-89.49474737368685,4849.602377476883
-89.39469734867434,4839.652930517285
-89.29464732366183,4829.713493565192
-89.19459729864933,4819.784066620604
-89.09454727363682,4809.864649683521
-88.99449724862431,4799.955242753944
-88.8944472236118,4790.05584583187
-88.7943971985993,4780.166458917302
-88.69434717358679,4770.28708201024
-88.59429714857428,4760.4177151106815
-88.49424712356178,4750.558358218629
-88.39419709854927,4740.709011334081
-88.29414707353676,4730.869674457038
-88.19409704852427,4721.040347587501
-88.09404702351176,4711.221030725468
-87.99399699849926,4701.4117238709405
-87.89394697348675,4691.612427023918
-87.79389694847424,4681.8231401844
-87.69384692346173,4672.043863352387
-87.59379689844923,4662.274596527879
-87.49374687343672,4652.515339710876
-87.39369684842421,4642.766092901378
-87.2936468234117,4633.026856099385
-87.1935967983992,4623.297629304898
-87.09354677338669,4613.578412517914
-86.99349674837418,4603.869205738437
-86.89344672336168,4594.170008966464
-86.79339669834917,4584.4808222019965
-86.69334667333666,4574.8016454450335
-86.59329664832416,4565.132478695576
-86.49324662331166,4555.473321953624
-86.39319659829916,4545.824175219176
-86.29314657328665,4536.185038492234
-86.19309654827414,4526.555911772795
-86.09304652326163,4516.936795060863
-85.99299649824913,4507.327688356435
